title,price,rating,availability,link,category,price_in_inr
A Storm of Swords (A Song of Ice and Fire #3),31.22,Two,In stock,https://books.toscrape.com/a-storm-of-swords-a-song-of-ice-and-fire-3_116/index.html,Fantasy,3621.52
Vampire Girl (Vampire Girl #1),53.82,Two,In stock,https://books.toscrape.com/vampire-girl-vampire-girl-1_92/index.html,Fantasy,6243.12
The Silent Twin (Detective Jennifer Knight #3),36.25,Three,In stock,https://books.toscrape.com/the-silent-twin-detective-jennifer-knight-3_82/index.html,Fantasy,4205.0
The Mirror & the Maze (The Wrath and the Dawn #1.5),29.38,One,In stock,https://books.toscrape.com/the-mirror-the-maze-the-wrath-and-the-dawn-15_73/index.html,Fantasy,3408.08
Sister Sable (The Mad Queen #1),13.33,Three,In stock,https://books.toscrape.com/sister-sable-the-mad-queen-1_54/index.html,Fantasy,1546.28
Shadow Rites (Jane Yellowrock #10),21.72,Four,In stock,https://books.toscrape.com/shadow-rites-jane-yellowrock-10_51/index.html,Fantasy,2519.52
Origins (Alphas 0.5),28.99,One,In stock,https://books.toscrape.com/origins-alphas-05_42/index.html,Fantasy,3362.8399999999997
One Second (Seven #7),52.94,Two,In stock,https://books.toscrape.com/one-second-seven-7_41/index.html,Fantasy,6141.04
Myriad (Prentor #1),58.75,Four,In stock,https://books.toscrape.com/myriad-prentor-1_36/index.html,Fantasy,6815.0
Without Borders (Wanderlove #1),45.07,Two,In stock,https://books.toscrape.com/without-borders-wanderlove-1_956/index.html,New Adult,5228.12
The Mistake (Off-Campus #2),43.29,Three,In stock,https://books.toscrape.com/the-mistake-off-campus-2_851/index.html,New Adult,5021.64
The Matchmaker's Playbook (Wingmen Inc. #1),55.85,One,In stock,https://books.toscrape.com/the-matchmakers-playbook-wingmen-inc-1_850/index.html,New Adult,6478.6
The Hook Up (Game On #1),36.29,Five,In stock,https://books.toscrape.com/the-hook-up-game-on-1_68/index.html,New Adult,4209.64
Shameless,58.35,Three,In stock,https://books.toscrape.com/shameless_52/index.html,New Adult,6768.6
Off Sides (Off #1),39.45,Five,In stock,https://books.toscrape.com/off-sides-off-1_38/index.html,New Adult,4576.200000000001
The Requiem Red,22.65,One,In stock,https://books.toscrape.com/the-requiem-red_995/index.html,Young Adult,2627.3999999999996
Set Me Free,17.46,Five,In stock,https://books.toscrape.com/set-me-free_988/index.html,Young Adult,2025.3600000000001
The Natural History of Us (The Fine Art of Pretending #2),45.22,Three,In stock,https://books.toscrape.com/the-natural-history-of-us-the-fine-art-of-pretending-2_941/index.html,Young Adult,5245.5199999999995
Obsidian (Lux #1),14.86,Two,In stock,https://books.toscrape.com/obsidian-lux-1_911/index.html,Young Adult,1723.76
Burning,28.81,Three,In stock,https://books.toscrape.com/burning_884/index.html,Young Adult,3341.96
A Fierce and Subtle Poison,28.13,Four,In stock,https://books.toscrape.com/a-fierce-and-subtle-poison_875/index.html,Young Adult,3263.08
Scarlett Epstein Hates It Here,43.55,Five,In stock,https://books.toscrape.com/scarlett-epstein-hates-it-here_828/index.html,Young Adult,5051.799999999999
"Nightingale, Sing",38.28,One,In stock,https://books.toscrape.com/nightingale-sing_823/index.html,Young Adult,4440.4800000000005
Library of Souls (Miss Peregrineâs Peculiar Children #3),48.56,Five,In stock,https://books.toscrape.com/library-of-souls-miss-peregrines-peculiar-children-3_816/index.html,Young Adult,5632.96
Frostbite (Vampire Academy #2),29.99,Five,In stock,https://books.toscrape.com/frostbite-vampire-academy-2_810/index.html,Young Adult,3478.8399999999997
Wild Swans,14.36,Two,In stock,https://books.toscrape.com/wild-swans_782/index.html,Young Adult,1665.76
Until Friday Night (The Field Party #1),46.31,Two,In stock,https://books.toscrape.com/until-friday-night-the-field-party-1_775/index.html,Young Adult,5371.96
This Is Where It Ends,27.12,Two,In stock,https://books.toscrape.com/this-is-where-it-ends_771/index.html,Young Adult,3145.92
The Darkest Lie,35.35,Five,In stock,https://books.toscrape.com/the-darkest-lie_747/index.html,Young Adult,4100.6
My Kind of Crazy,40.36,One,In stock,https://books.toscrape.com/my-kind-of-crazy_718/index.html,Young Adult,4681.76
Don't Get Caught,55.35,One,In stock,https://books.toscrape.com/dont-get-caught_687/index.html,Young Adult,6420.6
Catching Jordan (Hundred Oaks),50.83,Three,In stock,https://books.toscrape.com/catching-jordan-hundred-oaks_673/index.html,Young Adult,5896.28
Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),58.14,Four,In stock,https://books.toscrape.com/aristotle-and-dante-discover-the-secrets-of-the-universe-aristotle-and-dante-discover-the-secrets-of-the-universe-1_663/index.html,Young Adult,6744.24
The Epidemic (The Program 0.6),14.44,Five,In stock,https://books.toscrape.com/the-epidemic-the-program-06_636/index.html,Young Adult,1675.04
Stars Above (The Lunar Chronicles #4.5),48.05,Two,In stock,https://books.toscrape.com/stars-above-the-lunar-chronicles-45_632/index.html,Young Adult,5573.799999999999
No Love Allowed (Dodge Cove #1),54.65,Four,In stock,https://books.toscrape.com/no-love-allowed-dodge-cove-1_625/index.html,Young Adult,6339.4
"Exit, Pursued by a Bear",51.34,Four,In stock,https://books.toscrape.com/exit-pursued-by-a-bear_591/index.html,Young Adult,5955.4400000000005
The Alien Club,54.4,One,In stock,https://books.toscrape.com/the-alien-club_569/index.html,Young Adult,6310.4
Don't Forget Steven,33.23,One,In stock,https://books.toscrape.com/dont-forget-steven_561/index.html,Young Adult,3854.68
South of Sunshine,28.93,One,In stock,https://books.toscrape.com/south-of-sunshine_544/index.html,Young Adult,3355.88
My Life Next Door (My Life Next Door ),36.39,Five,In stock,https://books.toscrape.com/my-life-next-door-my-life-next-door_535/index.html,Young Adult,4221.24
Future Shock (Future Shock #1),55.65,Five,In stock,https://books.toscrape.com/future-shock-future-shock-1_519/index.html,Young Adult,6455.4
Nightstruck: A Novel,50.35,Four,In stock,https://books.toscrape.com/nightstruck-a-novel_480/index.html,Young Adult,5840.6
Tell the Wolves I'm Home,50.96,Two,In stock,https://books.toscrape.com/tell-the-wolves-im-home_439/index.html,Young Adult,5911.36
"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",47.31,Four,In stock,https://books.toscrape.com/will-grayson-will-grayson-will-grayson-will-grayson_419/index.html,Young Adult,5487.96
Where She Went (If I Stay #2),41.73,Four,In stock,https://books.toscrape.com/where-she-went-if-i-stay-2_417/index.html,Young Adult,4840.679999999999
Two Summers,14.64,One,In stock,https://books.toscrape.com/two-summers_415/index.html,Young Adult,1698.24
The Darkest Corners,11.33,Five,In stock,https://books.toscrape.com/the-darkest-corners_399/index.html,Young Adult,1314.28
Tell Me Three Things,41.81,One,In stock,https://books.toscrape.com/tell-me-three-things_395/index.html,Young Adult,4849.96
Lola and the Boy Next Door (Anna and the French Kiss #2),23.63,Four,In stock,https://books.toscrape.com/lola-and-the-boy-next-door-anna-and-the-french-kiss-2_385/index.html,Young Adult,2741.08
Kill the Boy Band,15.52,Five,In stock,https://books.toscrape.com/kill-the-boy-band_381/index.html,Young Adult,1800.32
Isla and the Happily Ever After (Anna and the French Kiss #3),48.13,Five,In stock,https://books.toscrape.com/isla-and-the-happily-ever-after-anna-and-the-french-kiss-3_380/index.html,Young Adult,5583.08
An Abundance of Katherines,10.0,Five,In stock,https://books.toscrape.com/an-abundance-of-katherines_362/index.html,Young Adult,1160.0
Harry Potter and the Prisoner of Azkaban (Harry Potter #3),24.17,Four,In stock,https://books.toscrape.com/harry-potter-and-the-prisoner-of-azkaban-harry-potter-3_328/index.html,Young Adult,2803.7200000000003
Walk the Edge (Thunder Road #2),32.36,Three,In stock,https://books.toscrape.com/walk-the-edge-thunder-road-2_300/index.html,Young Adult,3753.7599999999998
Two Boys Kissing,32.74,Two,In stock,https://books.toscrape.com/two-boys-kissing_294/index.html,Young Adult,3797.84
The New Guy (and Other Senior Year Distractions),44.92,Three,In stock,https://books.toscrape.com/the-new-guy-and-other-senior-year-distractions_266/index.html,Young Adult,5210.72
"The Land of 10,000 Madonnas",29.64,Four,In stock,https://books.toscrape.com/the-land-of-10000-madonnas_258/index.html,Young Adult,3438.2400000000002
Scarlet (The Lunar Chronicles #2),14.57,Four,In stock,https://books.toscrape.com/scarlet-the-lunar-chronicles-2_218/index.html,Young Adult,1690.1200000000001
Legend (Legend #1),43.69,Four,In stock,https://books.toscrape.com/legend-legend-1_184/index.html,Young Adult,5068.04
Lady Renegades (Rebel Belle #3),53.04,Five,In stock,https://books.toscrape.com/lady-renegades-rebel-belle-3_181/index.html,Young Adult,6152.64
Golden (Heart of Dread #3),42.21,Four,In stock,https://books.toscrape.com/golden-heart-of-dread-3_161/index.html,Young Adult,4896.36
Cinder (The Lunar Chronicles #1),26.09,One,In stock,https://books.toscrape.com/cinder-the-lunar-chronicles-1_139/index.html,Young Adult,3026.44
Boy Meets Boy,21.12,Three,In stock,https://books.toscrape.com/boy-meets-boy_134/index.html,Young Adult,2449.92
Annie on My Mind,36.83,Five,In stock,https://books.toscrape.com/annie-on-my-mind_120/index.html,Young Adult,4272.28
New Moon (Twilight #2),12.86,Four,In stock,https://books.toscrape.com/new-moon-twilight-2_105/index.html,Young Adult,1491.76
Girl Online On Tour (Girl Online #2),53.47,One,In stock,https://books.toscrape.com/girl-online-on-tour-girl-online-2_101/index.html,Young Adult,6202.5199999999995
The Haters,27.89,Five,In stock,https://books.toscrape.com/the-haters_67/index.html,Young Adult,3235.2400000000002
The Art of Not Breathing,40.83,Four,In stock,https://books.toscrape.com/the-art-of-not-breathing_58/index.html,Young Adult,4736.28
The Most Perfect Thing: Inside (and Outside) a Bird's Egg,42.96,Four,In stock,https://books.toscrape.com/the-most-perfect-thing-inside-and-outside-a-birds-egg_938/index.html,Science,4983.36
Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,57.36,Five,In stock,https://books.toscrape.com/immunity-how-elie-metchnikoff-changed-the-course-of-modern-medicine_900/index.html,Science,6653.76
Sorting the Beef from the Bull: The Science of Food Fraud Forensics,44.74,Four,In stock,https://books.toscrape.com/sorting-the-beef-from-the-bull-the-science-of-food-fraud-forensics_736/index.html,Science,5189.84
Tipping Point for Planet Earth: How Close Are We to the Edge?,37.55,One,In stock,https://books.toscrape.com/tipping-point-for-planet-earth-how-close-are-we-to-the-edge_643/index.html,Science,4355.799999999999
"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",55.91,One,In stock,https://books.toscrape.com/the-fabric-of-the-cosmos-space-time-and-the-texture-of-reality_572/index.html,Science,6485.5599999999995
Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,28.41,One,In stock,https://books.toscrape.com/diary-of-a-citizen-scientist-chasing-tiger-beetles-and-other-new-ways-of-engaging-the-world_517/index.html,Science,3295.56
The Origin of Species,10.01,Four,In stock,https://books.toscrape.com/the-origin-of-species_499/index.html,Science,1161.16
The Grand Design,13.76,Three,In stock,https://books.toscrape.com/the-grand-design_405/index.html,Science,1596.16
Peak: Secrets from the New Science of Expertise,16.28,Two,In stock,https://books.toscrape.com/peak-secrets-from-the-new-science-of-expertise_389/index.html,Science,1888.48
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",13.03,Four,In stock,https://books.toscrape.com/the-elegant-universe-superstrings-hidden-dimensions-and-the-quest-for-the-ultimate-theory_245/index.html,Science,1511.48
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",57.35,Five,In stock,https://books.toscrape.com/the-disappearing-spoon-and-other-true-tales-of-madness-love-and-the-history-of-the-world-from-the-periodic-table-of-the-elements_244/index.html,Science,6652.6
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",25.83,Two,In stock,https://books.toscrape.com/surely-youre-joking-mr-feynman-adventures-of-a-curious-character_227/index.html,Science,2996.2799999999997
Seven Brief Lessons on Physics,30.6,Four,In stock,https://books.toscrape.com/seven-brief-lessons-on-physics_219/index.html,Science,3549.6000000000004
The Selfish Gene,29.45,One,In stock,https://books.toscrape.com/the-selfish-gene_81/index.html,Science,3416.2
A Light in the Attic,51.77,Three,In stock,https://books.toscrape.com/a-light-in-the-attic_1000/index.html,Poetry,6005.320000000001
The Black Maria,52.15,One,In stock,https://books.toscrape.com/the-black-maria_991/index.html,Poetry,6049.4
Shakespeare's Sonnets,20.66,Four,In stock,https://books.toscrape.com/shakespeares-sonnets_989/index.html,Poetry,2396.56
Olio,23.88,One,In stock,https://books.toscrape.com/olio_984/index.html,Poetry,2770.08
You can't bury them all: Poems,33.63,Two,In stock,https://books.toscrape.com/you-cant-bury-them-all-poems_961/index.html,Poetry,3901.0800000000004
Slow States of Collapse: Poems,57.31,Three,In stock,https://books.toscrape.com/slow-states-of-collapse-poems_960/index.html,Poetry,6647.96
Untitled Collection: Sabbath Poems 2014,14.27,Four,In stock,https://books.toscrape.com/untitled-collection-sabbath-poems-2014_953/index.html,Poetry,1655.32
Poems That Make Grown Women Cry,14.19,Four,In stock,https://books.toscrape.com/poems-that-make-grown-women-cry_824/index.html,Poetry,1646.04
Night Sky with Exit Wounds,41.05,One,In stock,https://books.toscrape.com/night-sky-with-exit-wounds_822/index.html,Poetry,4761.799999999999
salt.,46.78,Four,In stock,https://books.toscrape.com/salt_731/index.html,Poetry,5426.4800000000005
"Quarter Life Poetry: Poems for the Young, Broke and Hangry",50.89,Five,In stock,https://books.toscrape.com/quarter-life-poetry-poems-for-the-young-broke-and-hangry_727/index.html,Poetry,5903.24
Out of Print: City Lights Spotlight No. 14,53.64,Five,In stock,https://books.toscrape.com/out-of-print-city-lights-spotlight-no-14_536/index.html,Poetry,6222.24
Les Fleurs du Mal,29.04,Five,In stock,https://books.toscrape.com/les-fleurs-du-mal_530/index.html,Poetry,3368.64
Howl and Other Poems,40.45,Two,In stock,https://books.toscrape.com/howl-and-other-poems_522/index.html,Poetry,4692.200000000001
Leave This Song Behind: Teen Poetry at Its Best,51.17,Five,In stock,https://books.toscrape.com/leave-this-song-behind-teen-poetry-at-its-best_474/index.html,Poetry,5935.72
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),15.42,Five,In stock,https://books.toscrape.com/the-collected-poems-of-wb-yeats-the-collected-works-of-wb-yeats-1_441/index.html,Poetry,1788.72
The Crossover,38.77,Four,In stock,https://books.toscrape.com/the-crossover_398/index.html,Poetry,4497.320000000001
Booked,17.49,Five,In stock,https://books.toscrape.com/booked_365/index.html,Poetry,2028.84
Twenty Love Poems and a Song of Despair,30.95,Four,In stock,https://books.toscrape.com/twenty-love-poems-and-a-song-of-despair_91/index.html,Poetry,3590.2
"Vampire Knight, Vol. 1 (Vampire Knight #1)",15.4,One,In stock,https://books.toscrape.com/vampire-knight-vol-1-vampire-knight-1_93/index.html,Paranormal,1786.4
Wall and Piece,44.18,Four,In stock,https://books.toscrape.com/wall-and-piece_971/index.html,Art,5124.88
Feathers: Displays of Brilliant Plumage,49.05,Three,In stock,https://books.toscrape.com/feathers-displays-of-brilliant-plumage_695/index.html,Art,5689.799999999999
Art and Fear: Observations on the Perils (and Rewards) of Artmaking,48.63,Four,In stock,https://books.toscrape.com/art-and-fear-observations-on-the-perils-and-rewards-of-artmaking_559/index.html,Art,5641.08
The New Drawing on the Right Side of the Brain,43.02,Three,In stock,https://books.toscrape.com/the-new-drawing-on-the-right-side-of-the-brain_550/index.html,Art,4990.320000000001
History of Beauty,10.29,Four,In stock,https://books.toscrape.com/history-of-beauty_521/index.html,Art,1193.6399999999999
The Story of Art,41.14,Four,In stock,https://books.toscrape.com/the-story-of-art_500/index.html,Art,4772.24
The Art Book,32.34,Two,In stock,https://books.toscrape.com/the-art-book_490/index.html,Art,3751.4400000000005
Ways of Seeing,39.51,Five,In stock,https://books.toscrape.com/ways-of-seeing_94/index.html,Art,4583.16
The Lucifer Effect: Understanding How Good People Turn Evil,10.4,One,In stock,https://books.toscrape.com/the-lucifer-effect-understanding-how-good-people-turn-evil_758/index.html,Psychology,1206.4
The Golden Condom: And Other Essays on Love Lost and Found,39.43,One,In stock,https://books.toscrape.com/the-golden-condom-and-other-essays-on-love-lost-and-found_637/index.html,Psychology,4573.88
It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,56.27,Three,In stock,https://books.toscrape.com/it-didnt-start-with-you-how-inherited-family-trauma-shapes-who-we-are-and-how-to-end-the-cycle_593/index.html,Psychology,6527.320000000001
An Unquiet Mind: A Memoir of Moods and Madness,21.3,Three,In stock,https://books.toscrape.com/an-unquiet-mind-a-memoir-of-moods-and-madness_422/index.html,Psychology,2470.8
"Thinking, Fast and Slow",21.14,One,In stock,https://books.toscrape.com/thinking-fast-and-slow_289/index.html,Psychology,2452.2400000000002
Civilization and Its Discontents,59.95,Two,In stock,https://books.toscrape.com/civilization-and-its-discontents_140/index.html,Psychology,6954.200000000001
8 Keys to Mental Health Through Exercise,31.04,One,In stock,https://books.toscrape.com/8-keys-to-mental-health-through-exercise_114/index.html,Psychology,3600.64
The Argonauts,10.93,Two,In stock,https://books.toscrape.com/the-argonauts_837/index.html,Autobiography,1267.8799999999999
M Train,27.18,One,In stock,https://books.toscrape.com/m-train_598/index.html,Autobiography,3152.88
Lab Girl,40.85,One,In stock,https://books.toscrape.com/lab-girl_595/index.html,Autobiography,4738.6
Approval Junkie: Adventures in Caring Too Much,58.81,Five,In stock,https://books.toscrape.com/approval-junkie-adventures-in-caring-too-much_363/index.html,Autobiography,6821.96
Running with Scissors,12.91,Four,In stock,https://books.toscrape.com/running-with-scissors_215/index.html,Autobiography,1497.56
Me Talk Pretty One Day,57.6,Two,In stock,https://books.toscrape.com/me-talk-pretty-one-day_193/index.html,Autobiography,6681.6
Lust & Wonder,11.87,Two,In stock,https://books.toscrape.com/lust-wonder_191/index.html,Autobiography,1376.9199999999998
Life Without a Recipe,59.04,Five,In stock,https://books.toscrape.com/life-without-a-recipe_188/index.html,Autobiography,6848.64
A Heartbreaking Work of Staggering Genius,54.29,Five,In stock,https://books.toscrape.com/a-heartbreaking-work-of-staggering-genius_115/index.html,Autobiography,6297.64
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,37.35,Two,In stock,https://books.toscrape.com/catastrophic-happiness-finding-joy-in-childhoods-messy-years_138/index.html,Parenting,4332.6
Fifty Shades Freed (Fifty Shades #3),15.36,Five,In stock,https://books.toscrape.com/fifty-shades-freed-fifty-shades-3_156/index.html,Adult Fiction,1781.76
The Long Haul (Diary of a Wimpy Kid #9),44.07,One,In stock,https://books.toscrape.com/the-long-haul-diary-of-a-wimpy-kid-9_757/index.html,Humor,5112.12
Old School (Diary of a Wimpy Kid #10),11.83,Five,In stock,https://books.toscrape.com/old-school-diary-of-a-wimpy-kid-10_723/index.html,Humor,1372.28
I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,25.98,Four,In stock,https://books.toscrape.com/i-know-what-im-doing-and-other-lies-i-tell-myself-dispatches-from-a-life-under-construction_704/index.html,Humor,3013.68
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",14.75,Five,In stock,https://books.toscrape.com/hyperbole-and-a-half-unfortunate-situations-flawed-coping-mechanisms-mayhem-and-other-things-that-happened_702/index.html,Humor,1711.0
Dress Your Family in Corduroy and Denim,43.68,Three,In stock,https://books.toscrape.com/dress-your-family-in-corduroy-and-denim_562/index.html,Humor,5066.88
Toddlers Are A**holes: It's Not Your Fault,25.55,One,In stock,https://books.toscrape.com/toddlers-are-aholes-its-not-your-fault_503/index.html,Humor,2963.8
When You Are Engulfed in Flames,30.89,Five,In stock,https://books.toscrape.com/when-you-are-engulfed-in-flames_303/index.html,Humor,3583.2400000000002
Naked,31.69,Three,In stock,https://books.toscrape.com/naked_197/index.html,Humor,3676.04
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",55.5,Five,In stock,https://books.toscrape.com/lamb-the-gospel-according-to-biff-christs-childhood-pal_182/index.html,Humor,6438.0
Holidays on Ice,51.07,Two,In stock,https://books.toscrape.com/holidays-on-ice_167/index.html,Humor,5924.12
Security,39.25,Two,In stock,https://books.toscrape.com/security_925/index.html,Horror,4553.0
Follow You Home,21.36,One,In stock,https://books.toscrape.com/follow-you-home_809/index.html,Horror,2477.7599999999998
The Loney,23.4,One,In stock,https://books.toscrape.com/the-loney_756/index.html,Horror,2714.3999999999996
Pet Sematary,10.56,Three,In stock,https://books.toscrape.com/pet-sematary_726/index.html,Horror,1224.96
Doctor Sleep (The Shining #2),40.12,Two,In stock,https://books.toscrape.com/doctor-sleep-the-shining-2_686/index.html,Horror,4653.92
Psycho: Sanitarium (Psycho #1.5),36.97,Five,In stock,https://books.toscrape.com/psycho-sanitarium-psycho-15_628/index.html,Horror,4288.5199999999995
Can You Keep a Secret? (Fear Street Relaunch #4),48.64,One,In stock,https://books.toscrape.com/can-you-keep-a-secret-fear-street-relaunch-4_614/index.html,Horror,5642.24
Red Dragon (Hannibal Lecter #1),23.37,Three,In stock,https://books.toscrape.com/red-dragon-hannibal-lecter-1_390/index.html,Horror,2710.92
Dracula the Un-Dead,35.63,Five,In stock,https://books.toscrape.com/dracula-the-un-dead_370/index.html,Horror,4133.08
Night Shift (Night Shift #1-20),12.75,Four,In stock,https://books.toscrape.com/night-shift-night-shift-1-20_335/index.html,Horror,1479.0
Needful Things,47.51,Four,In stock,https://books.toscrape.com/needful-things_334/index.html,Horror,5511.16
Misery,34.79,Two,In stock,https://books.toscrape.com/misery_332/index.html,Horror,4035.64
It,25.01,Three,In stock,https://books.toscrape.com/it_330/index.html,Horror,2901.1600000000003
'Salem's Lot,49.56,Four,In stock,https://books.toscrape.com/salems-lot_309/index.html,Horror,5748.96
The Stand,57.86,Two,In stock,https://books.toscrape.com/the-stand_282/index.html,Horror,6711.76
The Girl with All the Gifts,49.47,Three,In stock,https://books.toscrape.com/the-girl-with-all-the-gifts_250/index.html,Horror,5738.5199999999995
House of Leaves,54.89,One,In stock,https://books.toscrape.com/house-of-leaves_169/index.html,Horror,6367.24
Sapiens: A Brief History of Humankind,54.23,Five,In stock,https://books.toscrape.com/sapiens-a-brief-history-of-humankind_996/index.html,History,6290.679999999999
"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",25.52,One,In stock,https://books.toscrape.com/unbound-how-eight-technologies-made-us-human-transformed-society-and-brought-our-world-to-the-brink_950/index.html,History,2960.32
The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,19.73,One,In stock,https://books.toscrape.com/the-age-of-genius-the-seventeenth-century-and-the-birth-of-the-modern-mind_929/index.html,History,2288.68
"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",36.28,Two,In stock,https://books.toscrape.com/political-suicide-missteps-peccadilloes-bad-calls-backroom-hijinx-sordid-pasts-rotten-breaks-and-just-plain-dumb-mistakes-in-the-annals-of-american-politics_917/index.html,History,4208.4800000000005
Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,59.64,One,In stock,https://books.toscrape.com/thomas-jefferson-and-the-tripoli-pirates-the-forgotten-war-that-changed-american-history_867/index.html,History,6918.24
Zealot: The Life and Times of Jesus of Nazareth,24.7,Three,In stock,https://books.toscrape.com/zealot-the-life-and-times-of-jesus-of-nazareth_785/index.html,History,2865.2
A Distant Mirror: The Calamitous 14th Century,14.58,Three,In stock,https://books.toscrape.com/a-distant-mirror-the-calamitous-14th-century_652/index.html,History,1691.28
1491: New Revelations of the Americas Before Columbus,21.8,Three,In stock,https://books.toscrape.com/1491-new-revelations-of-the-americas-before-columbus_650/index.html,History,2528.8
Brilliant Beacons: A History of the American Lighthouse,11.45,Three,In stock,https://books.toscrape.com/brilliant-beacons-a-history-of-the-american-lighthouse_515/index.html,History,1328.1999999999998
"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",44.48,Five,In stock,https://books.toscrape.com/most-blessed-of-the-patriarchs-thomas-jefferson-and-the-empire-of-the-imagination_509/index.html,History,5159.679999999999
A Short History of Nearly Everything,52.4,Five,In stock,https://books.toscrape.com/a-short-history-of-nearly-everything_457/index.html,History,6078.4
The Rise and Fall of the Third Reich: A History of Nazi Germany,39.67,Two,In stock,https://books.toscrape.com/the-rise-and-fall-of-the-third-reich-a-history-of-nazi-germany_454/index.html,History,4601.72
Catherine the Great: Portrait of a Woman,58.55,Four,In stock,https://books.toscrape.com/catherine-the-great-portrait-of-a-woman_424/index.html,History,6791.799999999999
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,42.91,Five,In stock,https://books.toscrape.com/the-mathews-men-seven-brothers-and-the-war-against-hitlers-u-boats_408/index.html,History,4977.5599999999995
The Hiding Place,55.91,Four,In stock,https://books.toscrape.com/the-hiding-place_406/index.html,History,6485.5599999999995
America's War for the Greater Middle East: A Military History,51.22,Two,In stock,https://books.toscrape.com/americas-war-for-the-greater-middle-east-a-military-history_361/index.html,History,5941.5199999999995
The Guns of August,14.54,Two,In stock,https://books.toscrape.com/the-guns-of-august_254/index.html,History,1686.6399999999999
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",43.7,Two,In stock,https://books.toscrape.com/house-of-lost-worlds-dinosaurs-dynasties-and-the-story-of-life-on-earth_170/index.html,History,5069.200000000001
"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",30.52,Three,In stock,https://books.toscrape.com/foolproof-preserving-a-guide-to-small-batch-jams-jellies-pickles-condiments-and-more-a-foolproof-guide-to-making-small-batch-jams-jellies-pickles-condiments-and-more_978/index.html,Food and Drink,3540.32
"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",56.41,One,In stock,https://books.toscrape.com/the-pioneer-woman-cooks-dinnertime-comfort-classics-freezer-food-16-minute-meals-and-other-delicious-ways-to-solve-supper_943/index.html,Food and Drink,6543.5599999999995
My Paris Kitchen: Recipes and Stories,33.37,Two,In stock,https://books.toscrape.com/my-paris-kitchen-recipes-and-stories_910/index.html,Food and Drink,3870.9199999999996
"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",14.02,Four,In stock,https://books.toscrape.com/mama-tried-traditional-italian-cooking-for-the-screwed-crude-vegan-and-tattooed_908/index.html,Food and Drink,1626.32
"Layered: Baking, Building, and Styling Spectacular Cakes",40.11,One,In stock,https://books.toscrape.com/layered-baking-building-and-styling-spectacular-cakes_904/index.html,Food and Drink,4652.76
The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,37.34,Five,In stock,https://books.toscrape.com/the-nerdy-nummies-cookbook-sweet-treats-for-the-geek-in-all-of-us_853/index.html,Food and Drink,4331.4400000000005
The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,37.6,Two,In stock,https://books.toscrape.com/the-love-and-lemons-cookbook-an-apple-to-zucchini-celebration-of-impromptu-cooking_849/index.html,Food and Drink,4361.6
The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,41.25,One,In stock,https://books.toscrape.com/the-cookies-cups-cookbook-125-sweet-savory-recipes-reminding-you-to-always-eat-dessert-first_841/index.html,Food and Drink,4785.0
"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",42.16,Three,In stock,https://books.toscrape.com/deliciously-ella-every-day-quick-and-easy-recipes-for-gluten-free-snacks-packed-lunches-and-simple-meals_801/index.html,Food and Drink,4890.5599999999995
